source_batch,term,glossary_id,mark,mark_type,symbol,owner,confidence,field,note
PENDINGDEF,USB audio controller,037e4164-5e1a-49d7-a59b-5f39670b244c,USB / USB Audio Class,registered_trademark,®,"USB Implementers Forum, Inc. (USB-IF)",verified,definition,USB and the USB Audio Class device standard named in the definition.
PENDINGDEF,Variac startup,e72839b1-24d0-4417-856e-58eb02c0c23c,Variac,registered_trademark,®,"Instrument Service & Equipment, Inc. (USPTO Reg. 3046656; coined by General Radio)",verified,product/type name in definition (and headword),"VARIAC is a registered trademark for variable autotransformers, often used generically."
PENDINGDEF,Clarity Vx DeReverb,39c6450f-e57b-41b9-bbde-3b1fdd7a6bff,Waves Clarity Vx,registered_trademark,™,Waves Audio Ltd.,verified,definition,Plug-in product family named in the definition (headword).
PENDINGDEF,Actor gain trim,7cca4846-db51-4262-b5ab-820158cca070,Yamaha,registered_trademark,®,Yamaha Corporation,verified,sources,Digital mixing console reference manual.
PENDINGDEF,Electronic Drum Kit,6b50574d-a807-4599-b62b-1d7ff24a1f8f,Yamaha,registered_trademark,®,Yamaha Corporation,verified,sources,Electronic drum kit owner's manuals.
PENDINGDEF,General-purpose-interface trigger,fff78d73-b82d-4bbb-b1ce-b45b5763538c,Yamaha,registered_trademark,®,Yamaha Corporation,verified,sources,CL5/QL5/DM7/DM3 reference manuals.
PENDINGDEF,Hertz-per-volt control,f568ae61-6d98-4479-809d-1ff7210ac051,Yamaha,registered_trademark,®,Yamaha Corporation,verified,definition,Hz/V monosynth attribution.
PENDINGDEF,Portable stagebox,bd0221c8-3ecf-44eb-ab0c-2155732c611e,Yamaha,registered_trademark,®,Yamaha Corporation,verified,sources,Digital mixing console documentation.
PENDINGDEF,Portable multitrack recorder,fa1b7fcb-6fe6-4803-80f3-8fb556f0b963,Zoom,registered_trademark,®,Zoom Corporation,verified,sources,Multitrack recorder documentation.
NOISELAW,FAA aircraft noise,7a0df62f-9f96-524b-af1d-70931c086d80,14 CFR Part 150,standard_or_patent_attribution,(cite),U.S. Federal Aviation Administration,verified,definition,Airport noise/land-use planning.
NOISELAW,FAA aircraft noise,7a0df62f-9f96-524b-af1d-70931c086d80,14 CFR Part 36 (FAR Part 36),standard_or_patent_attribution,(cite),U.S. Federal Aviation Administration,verified,definition,Aircraft noise certification.
PENDINGDEF,DO-41,0dd071e6-81eb-4dcd-a029-12b239e63164,1N4001–1N4007,standard_or_patent_attribution,(cite),JEDEC-registered device numbers (multi-sourced; no single owner),verified,example rectifier series in definition,Generic industry 1N-series rectifier part numbers.
PENDINGDEF,Signal diode,c27c73cc-733f-41f1-81e1-853f3b15b22d,1N4148,standard_or_patent_attribution,(cite),JEDEC-registered device number (multi-sourced; no single owner),verified,example part number in definition,"Generic JEDEC 1N-series device designation, second-sourced by many makers."
PENDINGDEF,Switching diode,66e3eab3-7a3a-4d73-a0aa-c1a741ec7b67,1N4148,standard_or_patent_attribution,(cite),JEDEC-registered device number (multi-sourced; no single owner),verified,example part number in definition,Generic JEDEC 1N-series device designation.
PENDINGDEF,Hearing-assistance feed,cfa44897-5f31-459f-aad2-5e1589ffb1cd,2010 ADA Standards for Accessible Design,standard_or_patent_attribution,(cite),U.S. Department of Justice,verified,sources,Assistive listening system requirements.
NOISELAW,FHWA traffic noise,12831efd-85af-52ea-a6d4-2f0ca15aec5f,23 CFR Part 772,standard_or_patent_attribution,(cite),U.S. Federal Highway Administration,verified,definition,Highway traffic-noise abatement rule.
NOISELAW,OSHA noise standard,46812310-99df-5d03-b775-3a9c842106e6,29 CFR 1910.95,standard_or_patent_attribution,(cite),U.S. Occupational Safety and Health Administration,verified,"definition, throughout",US occupational noise standard.
PENDINGDEF,TO-3,32025981-e76b-4c8e-ac44-dff22b371d35,2N3055,standard_or_patent_attribution,(cite),JEDEC-registered device number (multi-sourced; no single owner),verified,example power transistor in definition,Generic JEDEC 2N-series transistor designation.
SOUNDVIZ,Lossy compression signature,417dda74-bf0e-51cc-bd6e-3e5ad4f828cd,AAC (Advanced Audio Coding),standard_or_patent_attribution,(cite),ISO/IEC (MPEG standard),verified,"definition (""MP3, AAC, or speech codecs"")",AAC defined in ISO/IEC 13818-7 / 14496-3; patent pool via Via Licensing/Fraunhofer et al.
NOISELAW,FAA aircraft noise,7a0df62f-9f96-524b-af1d-70931c086d80,AEDT (Aviation Environmental Design Tool),standard_or_patent_attribution,(cite),U.S. Federal Aviation Administration,verified,"definition, practical_application",FAA noise/emissions modeling tool.
PENDINGDEF,Podcast loudness target,49bfda34-86a3-4092-b8df-fdc904bd48f0,AES (TD1008 streaming recommendation),standard_or_patent_attribution,(cite),Audio Engineering Society (AES),verified,streaming loudness recommendation referenced in definition,AES technical document.
PENDINGDEF,Digital audio receiver,ba1d7a03-83c6-4c31-b6c6-2ea9bc2ce631,AES3 / AES3-EBU,standard_or_patent_attribution,(cite),Audio Engineering Society (AES) with the European Broadcasting Union (EBU),verified,definition,Professional digital audio interface standard named in the definition.
PENDINGDEF,Digital audio transmitter,398d0c57-8ce8-41f1-8360-b840812abe2f,AES3 / AES3-EBU,standard_or_patent_attribution,(cite),Audio Engineering Society (AES) with the European Broadcasting Union (EBU),verified,definition,Digital audio interface standard named in the definition.
PENDINGDEF,Network stagebox,5a4bbc69-9faf-41c1-b094-aae18d42d395,AES67,standard_or_patent_attribution,(cite),Audio Engineering Society (AES),verified,sources,Audio-over-IP interoperability standard.
NOISELAW,dB(A),e71ca44a-ef46-5658-b0aa-6452f2f2ad3e,ANSI S1.4 / S1.43,standard_or_patent_attribution,(cite),"American National Standards Institute (ANSI), published with the Acoustical Society of America (ASA)",verified,definition,US counterpart standard for sound level meters; copyrighted.
NOISELAW,Personal noise dosimeter,19e33fc6-d8db-5643-90fc-5f9253e26928,ANSI/ASA S1.25,standard_or_patent_attribution,(cite),Acoustical Society of America / American National Standards Institute,verified,definition,US dosimeter specification.
NOISELAW,ANSI sound level meter,b3b835a6-a91e-5815-abfb-75648440ec90,ANSI/ASA S1.4,standard_or_patent_attribution,(cite),Acoustical Society of America / American National Standards Institute,verified,definition,US sound level meter specification.
PENDINGDEF,Melodyne integration,19dbc7ac-518a-4dda-846c-7124b2303197,ARA (Audio Random Access),standard_or_patent_attribution,(cite),Celemony Software GmbH & PreSonus Audio Electronics (co-developed),verified,Melodyne integration definition,Host<->plug-in integration technology/standard
NOISELAW,Hearing conservation program,72a89c30-c496-58db-acf9-4064b3b7aaa4,AS/NZS 1269,standard_or_patent_attribution,(cite),Standards Australia / Standards New Zealand,verified,"definition (also recurs in Audiometric testing, LAeq,8h)",Copyrighted joint standard on occupational noise management.
NOISELAW,AS/NZS 1269,983ffd50-409e-5d62-afb2-c3d36fc06d96,AS/NZS 1269 (series),standard_or_patent_attribution,(cite),Standards Australia / Standards New Zealand,verified,definition,Occupational noise management series.
NOISELAW,Environmental Quality Standards for Noise,d488c4ab-f5fc-5cc3-a149-ec36a83e2ea5,Basic Environment Law (Law No. 91 of 1993),standard_or_patent_attribution,(cite),Government of Japan,verified,definition,Basis for ambient noise quality standards.
NOISELAW,Highly sleep disturbed (%HSD),12d958ca-b561-5c09-a846-6cd09259b5ea,Basner & McGuire (2018) WHO systematic review on sleep,standard_or_patent_attribution,(cite),"M. Basner, S. McGuire (academic authors; Int. J. Environ. Res. Public Health)",unverified,definition and formula (source-specific %HSD functions of Lnight),Peer-reviewed source of the WHO 2018 sleep-disturbance functions; attribute authorship. Confidence unverified pending exact-citation check.
NOISELAW,Best practicable environmental option (BPEO),396de908-01f1-5564-b17c-6605d31811e1,Best Practicable Environmental Option (BPEO) concept,standard_or_patent_attribution,(cite),UK Royal Commission on Environmental Pollution (RCEP),verified,definition (origin of the BPEO appraisal principle),Policy concept originating with the RCEP; attribute to that body when explaining the term's provenance.
NOISELAW,BImSchG,33df1d2b-4544-5973-b264-a06255ae3c61,BImSchG (Bundes-Immissionsschutzgesetz),standard_or_patent_attribution,(cite),German Federal Government,verified,definition,Federal Immission Control Act.
NOISELAW,TA Larm,30d9f0ee-6066-5d86-ba86-09899a018e68,BImSchG (Federal Immission Control Act),standard_or_patent_attribution,(cite),German Federal Government,verified,definition,Parent statute.
SOUNDVIZ,BAO reconstruction,f7f474f5-801f-5db5-aa00-1d96db6962f2,BOSS,standard_or_patent_attribution,(cite),Sloan Digital Sky Survey (SDSS-III collaboration / Astrophysical Research Consortium),verified,practical_application (survey named),Baryon Oscillation Spectroscopic Survey; project-name attribution.
PENDINGDEF,Portable multitrack recorder,fa1b7fcb-6fe6-4803-80f3-8fb556f0b963,Broadcast WAV (BWF),standard_or_patent_attribution,(cite),EBU (European Broadcasting Union),verified,definition,BWF specified in EBU Tech 3285.
SOUNDVIZ,Container metadata,4635b2b4-ff12-52df-bb58-e6a97838c71f,Broadcast Wave (BWF),standard_or_patent_attribution,(cite),European Broadcasting Union (EBU),verified,"definition (""WAV or Broadcast Wave chunks"")",Broadcast Wave Format specified by the EBU (EBU Tech 3285); WAV originated by Microsoft/IBM.
NOISELAW,Community noise,fa195e7b-0f5a-58ee-8a3d-4aef4a6b13af,BS 4142,standard_or_patent_attribution,(cite),British Standards Institution (BSI),verified,"definition (also recurs in Noise impact assessment, Acoustic assessment report)",Copyrighted standard for rating industrial and commercial sound against background.
NOISELAW,Specific noise emergence,4c8d33b5-496b-5fd1-a214-36456eb26517,BS 4142 (methods for rating and assessing industrial and commercial sound),standard_or_patent_attribution,(cite),BSI (British Standards Institution),verified,"definition; recurs in Emergence, Tonality assessment, Audibility correction, Residual acoustic environment, Representative measurement period","BSI-copyrighted British Standard; cite by number. Character-correction values (2/4/6, 3/6/9 dB) are facts."
NOISELAW,BS 4142,35a12f1c-35e8-516b-9b4b-ade1f318318a,BS 4142:2014+A1:2019,standard_or_patent_attribution,(cite),British Standards Institution (BSI),verified,definition,Rating/assessing industrial & commercial sound.
NOISELAW,Tonal penalty,cfd960ca-4da5-573f-a14f-ce0017a31324,BS 4142:2014+A1:2019,standard_or_patent_attribution,(cite),BSI (British Standards Institution),verified,"definition; also in LA10, LA90, Background correction, Impulse penalty, Intermittency penalty","Method for rating/assessing industrial & commercial sound; BSI-copyrighted, cite by number."
NOISELAW,Vibration dose value (VDV),584752ea-3af5-53d2-a9b7-f809d132480f,BS 6472-1:2008,standard_or_patent_attribution,(cite),BSI (British Standards Institution),verified,definition,Guide to evaluation of human exposure to vibration in buildings; BSI-copyrighted.
PENDINGDEF,Capacitance tolerance,49748c1f-d21f-4eb6-99a9-17a3f86354a2,C0G / NP0,standard_or_patent_attribution,(cite),EIA (Electronic Industries Alliance) temperature-coefficient class (EIA RS-198),verified,Capacitance tolerance definition,Industry-standard ceramic dielectric class designation
SOUNDVIZ,Class 1 sound level meter,5bf12a79-b206-52f8-a56e-5bc1e6fa3a53,Class 1 sound level meter,standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,definition,Sound-level-meter performance class defined in IEC 61672-1 (also ANSI S1.4).
SOUNDVIZ,Class 2 sound level meter,163f8f2e-5e66-5091-b7a3-4329bed409b1,Class 2 sound level meter,standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,definition,Sound-level-meter performance class defined in IEC 61672-1 (also ANSI S1.4).
NOISELAW,Strategic noise mapping,31e40ddb-1333-5555-95fc-d6f088baf4ff,CNOSSOS-EU / Common Noise Assessment Methods (Directive (EU) 2015/996),standard_or_patent_attribution,(cite),European Commission (Joint Research Centre); enacted as Directive (EU) 2015/996,verified,"definition and practical_application; recurs in Receiver grid, Reflection correction",Common EU calculation method for END mapping; cite the amending directive/JRC reference document.
NOISELAW,Code de la sante publique,513e7e3a-9092-5922-8526-b99e7bf5f4b7,"Code de la sante publique, art. R.1336-1 to R.1336-3 (decret 2017-1244)",standard_or_patent_attribution,(cite),French Republic (Legifrance),verified,definition,French amplified-sound public-health rules.
NOISELAW,Emergence,74a636c9-1194-510c-9c1e-3ea6de3b021b,Code de la santé publique (French neighbourhood-noise emergence provisions),standard_or_patent_attribution,(cite),French State (République française),verified,"definition (5 dB(A) day / 3 dB(A) night emergence, duration correction, spectral emergence)","National regulation; attribute the numeric limits to France, not as a universal rule."
NOISELAW,Class 2 sound level meter,b972bb2d-794c-535c-9568-68e30f6b3368,Control of Noise at Work Regulations 2005,standard_or_patent_attribution,(cite),UK Government / Health and Safety Executive (Crown copyright),verified,definition (UK guidance),Accepts at least Class 2.
NOISELAW,Event LAeq,5fe8ab0d-62f8-53d7-9e3d-dac7cc2a669d,Control of Noise at Work Regulations 2005,standard_or_patent_attribution,(cite),UK Government (Crown / HSE),verified,related_terms,UK statutory instrument; occupational (worker) noise regime.
NOISELAW,Control of Noise at Work Regulations,c4f7f601-c569-52dd-b0f2-19f441105422,Control of Noise at Work Regulations 2005 (SI 2005/1643),standard_or_patent_attribution,(cite),UK Government / Health and Safety Executive (Crown copyright),verified,definition,UK transposition of 2003/10/EC.
NOISELAW,Exposure limit value,3eb43f4a-ac1c-5a8f-bf6a-40a5ca1e85b7,Control of Noise at Work Regulations 2005 (UK),standard_or_patent_attribution,(cite),UK Government (Crown copyright),verified,definition (recurs in ALARP related_terms),UK transposition of Directive 2003/10/EC.
NOISELAW,Hearing protection zone,1ff7d726-1b6b-58aa-a1fc-89531e19a608,Control of Noise at Work Regulations 2005 (UK),standard_or_patent_attribution,(cite),United Kingdom (Crown; enforced by the Health and Safety Executive),verified,"definition (upper action values 85 dB(A) LEX / 137 dB(C) peak; zone marking); recurs in Noise mitigation hierarchy, Administrative noise control","UK statutory instrument; attribute the trigger values to the UK, not as universal thresholds."
PENDINGDEF,Pulse-code modulation recording,198cb418-177d-4c56-a815-3f4f8018c356,DAT,standard_or_patent_attribution,(cite),DAT format (DAT Conference consortium),verified,definition,Tape format named in the definition.
SOUNDVIZ,Day-evening-night level,a080b12e-699e-5934-962c-346fe92094cf,Day-evening-night level (Lden),standard_or_patent_attribution,(cite),European Union (Directive 2002/49/EC) / ISO (ISO 1996-1),verified,definition/formula,Lden is a standardized composite noise indicator defined in the EU Environmental Noise Directive and ISO 1996.
NOISELAW,Low-frequency penalty,d8160598-80df-584a-99d4-a81afb356aec,DEFRA NANR45 low-frequency noise procedure,standard_or_patent_attribution,(cite),"UK Department for Environment, Food & Rural Affairs (DEFRA)",verified,definition; related_terms,UK proposed criteria for assessment of low-frequency noise; DEFRA-commissioned report.
SOUNDVIZ,BAO reconstruction,f7f474f5-801f-5db5-aa00-1d96db6962f2,DESI,standard_or_patent_attribution,(cite),DESI Collaboration / Lawrence Berkeley National Laboratory (US DOE),verified,practical_application (instrument/survey named),Dark Energy Spectroscopic Instrument; project-name attribution.
PENDINGDEF,Digital Audio Tape mastering,affe5a28-192b-434d-9d99-dd51efc0a4dc,Digital Audio Tape (R-DAT),standard_or_patent_attribution,(cite),DAT format defined by the DAT Conference consortium (led by Sony and Philips),verified,definition,Tape format named in the definition.
NOISELAW,License condition,150febb4-4066-5616-9c6e-de76759a4d00,DIN 15905-5,standard_or_patent_attribution,(cite),DIN (Deutsches Institut fuer Normung),verified,common_mistakes,Copyrighted German standard on audience hearing-loss prevention for amplified sound; verified via DIN Media / SIS.
NOISELAW,Rolling LAeq,4fbc4300-53c8-5ab4-a2ec-2781fee2fedd,DIN 15905-5,standard_or_patent_attribution,(cite),Deutsches Institut fuer Normung (DIN),verified,related_terms,Event audience-exposure measurement standard.
NOISELAW,DIN 15905-5,c157557f-ecf4-5bcc-aabb-f53dc502130b,DIN 15905-5:2022-07,standard_or_patent_attribution,(cite),Deutsches Institut fuer Normung (DIN),verified,definition,Audience hearing-damage prevention standard.
PENDINGDEF,Start-stop signal,e44ea7f5-66a9-4862-9628-70a986d1cce5,DIN Sync (Sync24),standard_or_patent_attribution,(cite),Roland Corporation,verified,definition,Roland's 24-ppqn sync scheme.
NOISELAW,Noise emission limit,7d4b1f46-dcd6-58f2-941d-bb257baca64d,Directive 2000/14/EC (outdoor equipment noise),standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,definition and scenario_contexts,EU instrument setting guaranteed sound-power limits for outdoor equipment.
NOISELAW,Environmental Noise Regulations,7afadef0-579f-5d2d-82ca-13f9296f6edd,Directive 2002/49/EC,standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,definition,Parent directive.
NOISELAW,Environmental Noise Directive,a692a175-2bce-52f7-8b3b-30ec46692452,Directive 2002/49/EC (END),standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,definition,Environmental noise assessment/management.
NOISELAW,Directive 2003/10/EC,919fa32e-d7e5-5e35-8b54-0de05883ebb0,Directive 2003/10/EC,standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,definition,Workers' noise (physical agents) directive.
NOISELAW,Action level,2873ca86-5b26-5a4d-916b-d596494288e7,Directive 2003/10/EC (noise at work),standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,"definition (recurs in Exposure limit value, Noise limit value, License condition, LEX,8h, Peak SPL, etc.)",EU occupational-noise legislative instrument.
NOISELAW,Hearing protection zone,1ff7d726-1b6b-58aa-a1fc-89531e19a608,Directive 2003/10/EC (physical agents — noise),standard_or_patent_attribution,(cite),European Union (European Parliament and Council of the EU),verified,definition ('hearing protection required' area concept),EU occupational-noise directive underlying national regs; cite by number.
NOISELAW,Best available techniques (BAT),67ef4c3f-83cc-5f61-b551-f64492b474f3,Directive 2010/75/EU (Industrial Emissions Directive),standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,"definition, related_terms, scenarios",EU legislative instrument; also the source of the near-verbatim definition flagged under Job 1.
NOISELAW,Acoustic zoning,416867ee-ab63-537a-b7e1-d498d30ce0a9,DPCM 14/11/1997 (limit values for the acoustic classes),standard_or_patent_attribution,(cite),Italian State (Presidenza del Consiglio dei Ministri),verified,definition (six-class day/night dB(A) limits),Italian decree fixing the class limit values; cite as national instrument.
NOISELAW,"LCeq,15min",8ed31f54-06c6-5237-a756-7c7aff9e14fb,Décret n° 2017-1244 / Article R1336-1 Code de la santé publique,standard_or_patent_attribution,(cite),French Republic (Government of France),verified,"definition; also in LAeq,15min, Audience exposure limit, Amplified-sound event, and R1336-1 across event terms",French legal instrument (amplified-sound venues); verified on Légifrance.
PENDINGDEF,Component tolerance,ae4148fa-e0de-47ae-aa5e-5d9273502bda,E-series (preferred values),standard_or_patent_attribution,(cite),"IEC (International Electrotechnical Commission), IEC 60063",verified,Component tolerance and Component value definitions,Preferred-number value series is an IEC standard
PENDINGDEF,Timecode chase,b7a155e6-ff20-4343-9f7e-55bfaaf05c33,EBU (timecode),standard_or_patent_attribution,(cite),European Broadcasting Union,verified,definition,SMPTE/EBU linear timecode named in def.
PENDINGDEF,Auphonic,9abd83a6-b660-4500-89df-e893ebcfa761,EBU R128,standard_or_patent_attribution,(cite),European Broadcasting Union (EBU),verified,definition,Loudness normalization standard named in the definition.
SOUNDVIZ,LUFS trace,b5f74bbf-7e3d-59e2-8c2f-7e10ebcd7aeb,EBU R128,standard_or_patent_attribution,(cite),European Broadcasting Union (EBU),verified,definition,Loudness normalization recommendation built on BS.1770.
NOISELAW,As low as reasonably practicable (ALARP),69cf2ba3-51da-5be2-a87a-681d0fb4d1b0,Edwards v National Coal Board [1949],standard_or_patent_attribution,(cite),England and Wales Court of Appeal (law report),verified,definition,"Judicial authority interpreting 'reasonably practicable'; case citation, not a text to reproduce verbatim."
PENDINGDEF,C0G/NP0 capacitor,07eba159-8943-4dd9-bb6b-7c8b3dd4afb1,EIA C0G / NP0,standard_or_patent_attribution,(cite),Electronic Industries Alliance (EIA); RS-198 codes now maintained by ECIA/JEDEC,verified,dielectric temperature-characteristic codes named in definition,"C0G (EIA) and NP0 are industry-standard Class-1 dielectric designations, not proprietary marks."
PENDINGDEF,Class 2 ceramic capacitor,1955aa64-f510-4d5d-a4d2-8331c111d74a,"EIA character codes (X7R, X5R, Y5V)",standard_or_patent_attribution,(cite),Electronic Industries Alliance (EIA) / ECIA,verified,EIA character codes named in definition,Standard EIA Class-2 dielectric temperature codes (RS-198).
PENDINGDEF,Ceramic capacitor,f59e0337-6ba2-48b2-a4d2-a8a9472fc4f0,"EIA dielectric codes (C0G/NP0, X7R, Y5V)",standard_or_patent_attribution,(cite),Electronic Industries Alliance (EIA) / ECIA,verified,Class-1/Class-2 dielectric codes named in definition,Standard EIA temperature-characteristic codes.
NOISELAW,Single Number Rating (SNR),3d3f3e87-de5f-5f33-83de-131df9bc8d7e,EN 352 (hearing protectors — general requirements),standard_or_patent_attribution,(cite),CEN (European Committee for Standardization),verified,definition (product marking requirements),CEN product-standard series for earmuffs/earplugs; cite by number.
NOISELAW,Single Number Rating (SNR),3d3f3e87-de5f-5f33-83de-131df9bc8d7e,EN ISO 4869-2 (acoustics — hearing protectors — estimation of effective A-weighted levels),standard_or_patent_attribution,(cite),CEN / ISO (European adoption of ISO 4869-2),verified,definition and formula; central to HML method,CEN/ISO-copyrighted standard defining SNR and HML computation; cite by number.
NOISELAW,Environmental noise,64ad4aa9-85d2-5c39-b696-b5efe29fd22b,Environmental Noise Directive (2002/49/EC),standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,"definition, related_terms, scenarios (recurs across multiple terms)",EU legislative instrument; citation/attribution to the directive.
NOISELAW,Strategic noise mapping,31e40ddb-1333-5555-95fc-d6f088baf4ff,Environmental Noise Directive (Directive 2002/49/EC),standard_or_patent_attribution,(cite),European Union (European Parliament and Council of the EU),verified,"definition and throughout; recurs across ~20 terms in this group (Noise action plan, Agglomeration noise, Quiet area, Facade correction, Most-exposed facade, Evening/Night penalty, Sleep disturbance criterion, etc.)","Primary EU legal instrument; cite by directive number and title. Legislative text itself is not copyright-protected, but the instrument must be attributed rather than stated as a universal law."
NOISELAW,Lden,56adcb8a-7459-5949-ae7d-93358126bf36,Environmental Noise Directive 2002/49/EC (Annex I),standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,"definition; also in Lnight, Day-evening-night penalty",EU legal instrument; cite directive number and jurisdiction (already done in text).
NOISELAW,Statutory nuisance,b0eecab4-b681-5437-a77a-250e392e937f,Environmental Protection Act 1990 (UK),standard_or_patent_attribution,(cite),UK Parliament (Crown copyright),verified,"definition (recurs in Noise nuisance, Abatement notice, Enforcement officer, BPM)","UK statute; Part III statutory nuisance, s.79(9), s.80. Crown copyright / Open Government Licence."
NOISELAW,Dosimetry exchange criterion,8a61db1a-9d4e-5e6f-a369-12460ca2c3e4,EU Directive 2003/10/EC,standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,definition,EU workers' noise directive (3 dB).
NOISELAW,Impulse penalty,aa858312-5e52-554d-a6e7-9565e658a8fb,"EU Directive 2003/10/EC (noise, physical agents)",standard_or_patent_attribution,(cite),European Union (European Parliament and Council),verified,"common_mistakes; also in Pyrotechnic peak noise, Audience exposure limit",EU worker-protection directive (140 dB(C) peak ELV); cite number and jurisdiction.
NOISELAW,Environmental Noise Regulations,7afadef0-579f-5d2d-82ca-13f9296f6edd,European Communities (Environmental Noise) Regulations 2018 (S.I. No. 549 of 2018),standard_or_patent_attribution,(cite),Government of Ireland,verified,definition,Irish transposition of 2002/49/EC.
NOISELAW,FAA aircraft noise,7a0df62f-9f96-524b-af1d-70931c086d80,FAA Order 1050.1F,standard_or_patent_attribution,(cite),U.S. Federal Aviation Administration,verified,definition (1.5 dB significance),NEPA implementing order.
PENDINGDEF,PCB,d31c6100-0668-48a8-bf80-597f822da882,FR-4,standard_or_patent_attribution,(cite),NEMA (National Electrical Manufacturers Association),verified,definition,"Material grade designation, not a trademark; NEMA LI-1 flame-rated glass-epoxy grade."
NOISELAW,Ground-borne noise,a000cc6c-2e59-5987-b2db-937add758808,FTA Transit Noise and Vibration Impact Assessment guidance (FTA/FRA),standard_or_patent_attribution,(cite),US Federal Transit Administration (FTA),verified,definition; related_terms,"US transit guidance (35-43 dB(A) residential criteria, VdB); US government document."
SOUNDVIZ,infrasound exposure,e0e37324-b25d-5311-b67e-f1a2d1948f30,G-weighting,standard_or_patent_attribution,(cite),ISO (International Organization for Standardization),verified,"related_terms (""G-weighting"")",Infrasound G-weighting frequency curve defined in ISO 7196.
NOISELAW,Uncertainty allowance,1707608a-2096-5f5f-b301-99999b348324,GUM (JCGM 100),standard_or_patent_attribution,(cite),JCGM / BIPM,verified,definition (U = k*u_c),Guide to expression of uncertainty.
NOISELAW,Annoyance dose-response,ee81b88b-676b-545b-9b51-d15511bc6938,"Guski, Schreckenberg & Schuemer (2017) annoyance exposure-response review",standard_or_patent_attribution,(cite),"R. Guski, D. Schreckenberg, R. Schuemer (academic authors; Int. J. Environ. Res. Public Health)",unverified,definition (source of the WHO 2018 %HA relationships),Peer-reviewed source underlying the WHO curves; attribute the authorship. Confidence unverified pending citation check of exact journal/year.
NOISELAW,As low as reasonably practicable (ALARP),69cf2ba3-51da-5be2-a87a-681d0fb4d1b0,Health and Safety at Work etc. Act 1974 (UK),standard_or_patent_attribution,(cite),UK Parliament (Crown copyright),verified,definition and related_terms,UK statute underpinning the 'reasonably practicable' duty.
NOISELAW,Attenuation derating,eed2d18e-1581-5cfc-bcc3-fd40052e902a,HSE 4 dB real-world derating guidance (UK),standard_or_patent_attribution,(cite),UK Health and Safety Executive (HSE),verified,definition (assume +4 dB at the ear vs SNR/HML prediction),HSE guidance (L108); attribute the 4 dB adjustment to HSE.
PENDINGDEF,Digital potentiometer,bde1d09e-ddb3-4f53-b985-aabaf68d7dca,I2C,standard_or_patent_attribution,(cite),Philips (now NXP Semiconductors),verified,definition,Serial interface named in the definition.
PENDINGDEF,Digital audio receiver,ba1d7a03-83c6-4c31-b6c6-2ea9bc2ce631,I2S (Inter-IC Sound),standard_or_patent_attribution,(cite),Philips (now NXP Semiconductors),verified,definition,Serial audio bus named in the definition.
PENDINGDEF,Digital audio transmitter,398d0c57-8ce8-41f1-8360-b840812abe2f,I2S (Inter-IC Sound),standard_or_patent_attribution,(cite),Philips (now NXP Semiconductors),verified,definition,Serial audio bus named in the definition.
PENDINGDEF,USB audio controller,037e4164-5e1a-49d7-a59b-5f39670b244c,I2S (Inter-IC Sound),standard_or_patent_attribution,(cite),Philips (now NXP Semiconductors),verified,definition,Serial audio interface named in the definition.
PENDINGDEF,Podcast metadata,e9490463-77a7-4d9e-9a60-b54c275843ce,ID3 (ID3v2),standard_or_patent_attribution,(cite),Informal community specification (id3.org; M. Nilsson et al.) — no corporate owner,unverified,embedded tag format named in definition,Open de-facto spec; no proprietary owner confirmed.
PENDINGDEF,Hearing-assistance feed,cfa44897-5f31-459f-aad2-5e1589ffb1cd,IEC 60118-4,standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,sources,Induction-loop performance standard.
SOUNDVIZ,Speech Transmission Index map,f4dabd5d-97ae-58e7-8f64-e618877e026a,IEC 60268-16,standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,definition,STI and its measurement defined in IEC 60268-16.
NOISELAW,Compliance monitoring,2409069e-1e2f-5738-9819-4d9aa89d09a8,IEC 60942,standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,definition,Copyrighted standard for sound calibrators used in field checks.
NOISELAW,Calibrated logging meter,1ce4418f-5bc3-528f-852c-988187fd15fb,IEC 60942 (sound calibrators),standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,definition,Field-calibrator standard; cite by number.
NOISELAW,IEC 60942,6bed40a8-08bb-5636-b464-ba0bcc8d31c0,IEC 60942:2017,standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,definition,Sound calibrators standard.
NOISELAW,Personal noise dosimeter,19e33fc6-d8db-5643-90fc-5f9253e26928,IEC 61252,standard_or_patent_attribution,(cite),International Electrotechnical Commission (IEC),verified,"definition, plain_english",Standard specifying personal sound exposure meters.
