id,term,primary_topic,difficulty,source_batch,authored_fields
98a62ac9-0c98-43cb-91d8-b2eefc6ec67b,Output channel strip,DAW: Logic,,PENDINGDEF_2026_08_02,definition
da0b3e7d-b887-4d8e-93f9-4d36c99e3a7d,Post-fader send option,DAW: Logic,,PENDINGDEF_2026_08_02,definition
d16d5175-caf2-4128-bfe5-c488b6dd07b3,Post-pan send option,DAW: Logic,,PENDINGDEF_2026_08_02,definition
e90077eb-b181-4942-9b56-c966a010a1a6,Pre-fader send option,DAW: Logic,,PENDINGDEF_2026_08_02,definition
a1381747-1ce6-43bd-8250-75f7478e41ea,Project bounce,DAW: Logic,,PENDINGDEF_2026_08_02,definition
832ef238-3fc6-4d61-a617-3f19fe4189a0,Punch on the fly,DAW: Logic,,PENDINGDEF_2026_08_02,definition
2296c603-fd5e-43c5-ad9c-60535fac795c,Record Enable button,DAW: Logic,,PENDINGDEF_2026_08_02,definition
2d98b8cf-0c3f-4919-b722-f466b19aad30,Replace recording mode,DAW: Logic,,PENDINGDEF_2026_08_02,definition
dbd8f77d-587a-4811-b21f-bcd2461e2838,Send level knob (Logic),DAW: Logic,,PENDINGDEF_2026_08_02,definition
061efc1a-8946-463b-8205-e8b9e4b27f98,Stereo input format,DAW: Logic,,PENDINGDEF_2026_08_02,definition
18bc8ff2-96d4-4a27-9434-9ceda939aa9b,Stereo Out channel,DAW: Logic,,PENDINGDEF_2026_08_02,definition
97f44e13-6948-4d67-bb84-fa492d4f4eed,Take folder (Logic),DAW: Logic,,PENDINGDEF_2026_08_02,definition
b10a35d9-866d-4a12-8059-e25e725afbbc,Take folder flattening,DAW: Logic,,PENDINGDEF_2026_08_02,definition
9360c0fb-8b69-4392-879f-b57620e5bc0c,Automatic record arm,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
2ddb1c4f-517e-46fd-b7df-1ee66e464f26,Consolidate tracks,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
bd49236e-abf5-41ac-af67-765c1d583d93,Freeze tracks (REAPER),DAW: REAPER,,PENDINGDEF_2026_08_02,definition
d871fe7a-a9b2-45da-82af-3d62209fd596,Glue items,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
88400b44-940b-4529-90bf-923c2ce46dbb,Item fade shape,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
28502b34-e2eb-4957-8716-5b336379dd53,Item grouping,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
adad8807-e8d8-4ac8-90ef-52f80effad92,Item playback rate,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
7259d334-5701-49ad-a200-e3837f22ac09,Item timebase,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
c273f31b-2754-4b68-a266-d19a5d9d6412,Item volume adjustment,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
66d41daa-3c26-43de-9f5a-2b2bdfbeb3a9,Project timebase,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
a1694db8-0031-47ea-b0b5-022277386788,Record input,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
c4563926-d9c4-44c9-86d8-91bccad45cd1,Record latency compensation,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
0bbc3abd-396c-4b19-be77-63d35e3b4026,Record MIDI overdub,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
e9ae6989-f2da-4a82-8d32-45452efd40af,Record MIDI replace,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
270fce49-98cc-4732-a5ba-6248d4d4aa95,Record MIDI touch-replace,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
f5df8955-1936-4ab9-abc7-d5b61da96571,Record monitoring,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
825e712d-4d4a-4343-ae38-f7d5d82448da,Record monitoring off,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
bf46b13e-af18-451b-97a5-c3b11e36c773,Record monitoring on,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
4c8f3913-3a0b-41b5-b4f1-e3290ca40a4a,Render queue,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
26f99fb7-6f94-4a90-9480-2997e278a93c,Stretch marker,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
7c59ec77-1ffe-414c-a876-64f8e35713eb,Take comping (REAPER),DAW: REAPER,,PENDINGDEF_2026_08_02,definition
c1be450e-5504-471d-b0d2-22bc8e9840bb,Take pitch envelope,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
07df054d-ddb2-4ee3-a159-f2e91f0a9f84,Take volume envelope,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
ec874279-0517-4f00-a003-cc6988788fc7,Tape-style auto monitoring,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
93e5e09f-41a0-481f-97d3-5fbe2239f8f8,Transient detection threshold,DAW: REAPER,,PENDINGDEF_2026_08_02,definition
638bab40-e303-4ec7-b11e-a3ba00de67c4,Audio Bend,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
3adc3359-f3db-4881-a347-ccadfb1d9d05,Bend marker,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
db4bc4bd-cf94-4566-afa1-13bd1cc2365a,Bend threshold,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
a79ad5d1-3a1b-488b-8201-9e72dee2d4c4,Bend tool,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
a813e906-7e21-4376-a1f3-2b0d66727874,Comping layer,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
45502fbe-d742-491f-a662-914bfff89b9b,Event gain,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
a9cd7e82-30ba-4fed-9cf9-c8351bf283f5,Export Stems,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
0eb2fee5-8804-4995-b6d1-3af4ce92ca84,Input Quantize,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
19dbc7ac-518a-4dda-846c-7124b2303197,Melodyne integration,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
3431b147-82ea-4bf5-ae97-30bf300ddde9,Replace recording (Studio One),DAW: Studio One,,PENDINGDEF_2026_08_02,definition
adf78765-f932-4686-b6d0-f9544e108b27,Scratch Pad arrangement,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
6a1ef875-e8dd-49ae-8b90-dd4b667175eb,Timestretch mode,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
401d4bba-f1f0-4a36-b90d-ffd554a0a097,Track Transform,DAW: Studio One,,PENDINGDEF_2026_08_02,definition
88f4c7b8-5988-4b4d-bab0-1ca7c147b66a,Audio transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
d105e1d8-10be-4512-860c-ade9b4909ce0,Audio-taper potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
d53220e9-bf21-4268-b9f8-632730dfaa5d,Balancing transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
6aa9f62f-7ba8-45e1-b8d7-2166731d1f24,Bridge rectifier,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
3fdd3d38-af3d-4a0f-a34b-6d98d59be99b,Broadcast attenuator,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
5496b4d5-3583-4777-8ab3-299bdf59363d,Broadcast equalizer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
1cd743ed-700d-49f4-8041-c6ab68fb87ec,Broadcast limiter,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
49748c1f-d21f-4eb6-99a9-17a3f86354a2,Capacitance tolerance,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
4a1ea2e9-cc96-4c0e-9c75-88a65012177b,Carbon-track potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
33981998-35ef-4e88-a0e0-0497c95564de,Center-tapped winding,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
13fc13f2-d75a-40b9-ac2d-ad70bd3e9dd8,Choke,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
77f8a980-8f0e-4b8e-9e01-59e0d6ec5792,Coil former,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
34485867-fb6e-48fb-9c43-6cc29b869ba1,Common-mode choke,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
79ee0208-a56e-4f6a-820f-0e63b7fc18d9,Concentric potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
830e0d56-4f25-475f-b22f-1ee215bdb27a,Conductive-plastic fader,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
3bc64762-6a75-43b6-be93-04bc45788876,Conductive-plastic potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
f1149749-3f63-4e16-b201-5acc9391b5c3,Core loss,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
caa3a60a-4ab4-4525-80e9-874b5b012b3b,DIP switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
6a88c932-ca66-4e67-8859-b6492b64bca7,Direct-injection transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
c7af9276-99bf-4431-b431-a46b0d6b6dd1,Discrete equalizer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
01edd582-469c-4223-97b8-54cc7d5863f1,Dual-gang potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
181c5046-3825-4148-80aa-ca02afd4e41a,Echo chamber,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
2b72dc48-31b0-4859-bdd0-f190073f5e41,EI-core transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
a9e81b3e-b4cd-4024-94ce-2e85a7bbbeca,Electrostatic shield,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
92378672-9423-4fb1-a8af-63f434a2fab3,Encoder,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
db106065-6acd-44c0-8d87-5ae01417b2dc,Encoder knob,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
9d363d14-d9ef-449a-a957-952743699077,Equivalent series resistance,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
8f7a17f9-69bf-4b5e-bf04-b6f71839622b,ESR,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
50db80ad-bb46-4df0-8d95-a15a3dbb86fe,Filter choke,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
d7fa4d1f-9169-4297-a1ec-de021b45ab57,Footswitch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
fde7c0dd-6e24-4cb5-9ae2-c625a7dabd72,Full-wave rectifier,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
306c4970-626d-4d20-b77a-a188811444cd,H-pad,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
9ef1b85b-0ed2-4354-8c60-c3a8b6859f87,Half-wave rectifier,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
115315f0-88eb-4e71-8932-943bcc45fa68,Hum-bucking winding,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
0e053bac-5b2b-4ec3-b86e-7bdf4bc0fc77,Illuminated switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
c8ce218d-d7a3-4e27-beb2-646823ee4db4,Infrared LED,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
ee4d2402-67b4-4fcd-8421-ed06b4113ee4,Input transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
d9342f17-4ae7-493e-99ff-cbb256aaeb44,Interstage transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
1af1cae4-811f-4a52-a940-912a2e213a28,Interwinding capacitance,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
7b811822-07f1-4a2d-abee-d5e341a61c18,Knob,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
21a82b31-7172-44d7-9dac-df004e19bdf2,L-pad,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
8be00408-c20f-43b5-9f18-d5fefbebda42,LCD module,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
ae43041f-eec9-4e05-a192-c53d3bac5f0a,Leakage inductance,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
786e2304-798c-4e4b-9cd5-244f34cf8e96,LED bargraph,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
4ee40126-f043-4fb9-a9be-774c816297b5,Limit switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
b8f664ce-d565-4705-ac0b-5386fd4ba625,Linear-taper potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
21599ea1-af21-4192-9d79-3c622deba47c,Live echo chamber,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
b0c31971-d7f6-423d-803f-d9595f089912,Mains transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
badaa2bd-aeab-45eb-b8a7-7d9fac48c4c1,Mechanical reverberation,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
670a7188-90a7-4b1f-871e-72d59fd1007f,Mechanical VU meter,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
1a14583c-ffbc-4ed1-81b4-abce83b26c57,Microphone transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
abaff110-f6c3-42a1-a721-f8b4427c7ec1,Moving-coil meter,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
78c8d03b-320c-4024-b3c7-eff84ab7f387,Multi-gang potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
acd0ab72-20be-4deb-9ef3-bb03bc09e8c5,Multiturn trimmer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
17ae0a4a-5cdf-4c59-b9c9-fec9a37806f1,OLED display,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
b6a1c262-d002-437c-99a7-4f65e0236fca,Optocoupler,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
44f3ea36-ea3b-4cdc-b485-def33f5effb7,Peak detector,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
6d6c1d91-eb63-48f3-9847-0bbc05756a8d,Peak LED,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
d73fa9cc-f704-44e1-b939-c1beb7adbe3b,Peak-reading meter,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
68476760-2b8c-4674-be00-33f1f2841660,Penny & Giles fader,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
c6532489-248e-4405-97d2-13ed260e054b,Phantom power transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
94348055-a4f6-4048-aea1-a8991d2931cc,Plate reverberator,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
769acdcb-6896-4122-a59b-ee31e326465b,Potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
637e4783-95a7-479c-ae60-e23a7c288296,Power choke,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
6de53894-f2f2-42a9-a4d2-4b5c9ea83ca0,Power relay,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
ffaf2049-40b8-4715-bfab-297310bc14e1,Power transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
e7d899cc-e6c8-4a04-b617-f6f4dc5fd064,Preset potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
9914a6a4-0bba-4522-b04e-11fd0e3e3241,Primary winding,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
bc837fe7-4218-4413-92c1-52779af04565,Program limiter,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
9513d7a9-f07f-4a48-8adb-e741e868f4cb,Push encoder,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
fbc9be76-d4fe-4ada-b0eb-2be0fd7c8290,Pushbutton switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
fa6985ae-421a-48fe-b33e-85f192f5f655,R-core transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
c6ce5c84-21a2-409d-8fad-a138711e944d,Rectifier stack,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
6f459c9c-7b1a-4b23-8464-afcb5432bc78,Reed relay,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
4644622f-d0e2-44cf-91db-59bfcbcf336a,Reed switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
3784f83f-51c3-4f45-ad2f-34e928c48d26,Reverse-log potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
419b79b8-942c-4946-9cf7-14947998f7e1,Rheostat,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
b074e4d4-eb46-4d77-af2e-505b3eacdc17,Ripple-current rating,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
c697e590-2f91-4e6a-a961-1b75f17fb0e5,Rocker switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
b2daf2e7-7440-4b55-a0b4-bacf4bfd0366,Rotary attenuator,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
91104c45-a19c-490e-928d-1dc2e7c18851,Rotary encoder,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
f8c0ea15-4c7e-4e90-b170-c801d6ed0fea,Rotary potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
e58688b9-d53b-4588-92a3-f4053971619d,Rotary selector,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
749b4375-9d55-4923-bfcf-ecc94f46f2a5,Rotary switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
896e7c34-4e99-4062-aee6-72dcd93e1d0d,Secondary winding,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
e83fc0aa-f7ee-4aa9-a959-8be64f15ea44,Seven-segment display,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
71f7dd98-f059-4941-bda8-bb6f0e5e7b5e,Signal LED,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
66279d2f-0b08-4890-aa66-d72d631be047,Signal relay,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
4e8c8f75-3f9e-4e8f-87d9-5194d146c1a0,Slide potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
0d997282-a44c-47d8-a842-17d7f3f2bd56,Slide switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
525f6b78-9388-4a7c-8f51-fe89ec9193ea,Spring reverberator,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
45b7252b-1dc3-43bc-9abf-248c8fb882f2,Status LED,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
c5098c29-2d43-4226-8f3f-91338e37f4eb,Step-down transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
aa0d2874-3087-4222-b55c-2357c848304b,Step-up transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
02f06eaa-8171-4e98-8f89-d2bc8b3ef6aa,Stepped attenuator,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
e34f99e9-a1b9-4ace-951d-b320514b5da5,T-pad,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
80f1d4f5-ce77-47f5-a871-5063acb60c54,Tactile switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
aaad73fb-49c1-4897-8dcf-e3adf7546a74,Tape echo,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
0ecba05e-867b-4674-a59f-e5773ed62cfb,Tapped transformer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
9f83fe86-5a0d-4f68-a930-0f8e9155e5ee,Toggle switch,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
49a50505-849f-4aff-9ec6-4e98b9049047,Trimmer potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
2bd9ca56-ae3e-4026-b888-3cf1eda63aaf,Turns ratio,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
e15a3218-2cc4-4e0d-a27e-2a3ed0a35d3b,Vactrol,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
20bd4b0f-ad16-4068-8454-83924c372daf,Variable-mu limiter,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
3f6a84d6-32df-4933-a747-7ffaef9dc000,VFD display,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
491f3e0c-7d9b-4a23-9dc0-4093d9f80312,Vintage compressor,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
79f3cd61-6740-460e-856f-fb1aa06b5f97,Vintage equalizer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
ca077c09-8f93-4eb3-829d-8d4da13a1b7e,Vintage limiter,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
2e04410b-27c7-49ea-8379-35d2a7dc6e8d,Vintage monitor controller,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
ac5b80a3-05ff-484b-b1c3-cc86de7faca2,Vintage recording console,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
19838edb-bff0-4f1c-b466-356170d207b4,Vintage recording equipment,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
b263324e-469d-4c78-b0c9-484a599dd78a,Vintage studio monitor,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
58a18500-4587-4cd1-878c-8e739d3bec3e,Vintage tape machine,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
6891359f-372a-4970-868c-8056553451bb,Wirewound potentiometer,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
8a842182-8e7a-44c6-b3cd-bdd2bf18db35,Working voltage,Electromechanical Parts & Hardware,,PENDINGDEF_2026_08_02,definition
44e3d28b-67e0-4045-8974-f9bf008b91b4,Click-track preparation,Film Scoring,,PENDINGDEF_2026_08_02,definition
688f48e0-0bfc-4978-a4a3-f25c158b76a1,Film orchestra,Film Scoring,,PENDINGDEF_2026_08_02,definition
b90d9ee0-a3ad-4a0a-8816-a25d15315868,Film-scoring studio,Film Scoring,,PENDINGDEF_2026_08_02,definition
65cc2095-69a2-4b84-93e5-789a34b64546,Orchestra recording session,Film Scoring,,PENDINGDEF_2026_08_02,definition
cc3eba2f-9b10-4cc4-a2be-189a1f209006,Pickup bar,Film Scoring,,PENDINGDEF_2026_08_02,definition
658dd649-4d88-43a4-aebc-0dc343433bac,Pickup measure,Film Scoring,,PENDINGDEF_2026_08_02,definition
dab4abc7-3f0c-4d18-8338-81af3f65721b,Score preparation,Film Scoring,,PENDINGDEF_2026_08_02,definition
aefd89eb-8d7d-4640-833f-c7df9e8e1c26,Scoring cue,Film Scoring,,PENDINGDEF_2026_08_02,definition
ff380b7d-6318-48a6-9a08-340cfd4eda0a,Scoring orchestra,Film Scoring,,PENDINGDEF_2026_08_02,definition
7a84559e-86e2-4f85-a25b-ccc1258c27d4,Scoring session,Film Scoring,,PENDINGDEF_2026_08_02,definition
f73af10b-1ad8-45ef-a56f-03bd1482a962,Scoring take,Film Scoring,,PENDINGDEF_2026_08_02,definition
9c7c1837-73b6-4374-ba8b-24286e85185b,Scoring-stage control room,Film Scoring,,PENDINGDEF_2026_08_02,definition
09837a5e-2a95-480b-8b25-2b8892bb56de,Scoring-stage floor,Film Scoring,,PENDINGDEF_2026_08_02,definition
67389700-35ac-483c-9af0-e00d583369cc,Scoring-stage isolation booth,Film Scoring,,PENDINGDEF_2026_08_02,definition
0f27f83b-5f34-4f68-a5ec-799e653bba68,Studio orchestra,Film Scoring,,PENDINGDEF_2026_08_02,definition
643bba2f-5621-4623-9bde-a5d76cf6a247,Tempo-map preparation,Film Scoring,,PENDINGDEF_2026_08_02,definition
ecea8f51-dead-4af4-90fa-080f574271c1,Foley Cue Sheet,Foley Performance & Recording,,PENDINGDEF_2026_08_02,definition
6ad45865-e099-4e82-8a30-1ed1424a47e2,Foley Cueing,Foley Performance & Recording,,PENDINGDEF_2026_08_02,definition
623306ab-96bd-4a78-8d84-887ff9d0c002,Foley Editor,Foley Performance & Recording,,PENDINGDEF_2026_08_02,definition
4bf99459-1760-4f55-be53-0441ebd1a45b,Foley Editorial,Foley Performance & Recording,,PENDINGDEF_2026_08_02,definition
a8822bf7-9f2a-40e2-8e3f-9d53769537a8,Foley Floor,Foley Performance & Recording,,PENDINGDEF_2026_08_02,definition
019c5a5e-d128-4a88-8ab4-fd6a54ccb305,Foley Moves,Foley Performance & Recording,,PENDINGDEF_2026_08_02,definition
7491a46c-6bd0-43e7-ba3e-ab7d3c8fa424,Foley Pass,Foley Performance & Recording,,PENDINGDEF_2026_08_02,definition
03c5ae3f-14ef-42a5-ad12-b767bfb88c6f,Foley Performance,Foley Performance & Recording,,PENDINGDEF_2026_08_02,definition
d5d86e37-2851-474b-9055-e57f900250e2,Back it off,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
7631bb90-9ff6-4fa6-9422-b87bb7879d03,Bad seat,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
d53ea530-6319-44f0-9b66-d791cb45711c,Button it up,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
4471b174-f6e6-43e7-83a3-cc9ac3a72a2d,Cook (overdrive),Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
97265a1d-99cf-4bbc-8df0-81480c08bf51,Doghouse loom,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
2ca16e69-ff56-49ea-a9e6-30c1ffc6792d,Ear break,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
aa3d2d03-34df-475b-9e50-ab34e86d0be4,Festival ears,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
5989b1b3-2329-42ac-a9a3-155a69b3604e,Fifty-eight,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
e6ceb8ea-6be6-40d7-ad05-6c48c4d4da63,Fifty-seven,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
1e45798a-63e8-46fb-8bca-70728cc0d69f,Fireman,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
638ffc6f-ef5f-4538-8f13-edea358dd050,Good hang,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
387d364f-72a2-4be5-a99e-3ea1d6258508,Hot seat,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
de1b1678-34c5-47c2-88b8-5ed78f51c9a8,Lean on the limiter,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
ac731d02-6d53-4f90-9fff-d4c9bfa8c2bf,Limp mode,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
47d50644-6c8d-4b87-8802-18ebb57c2aac,Living in the red,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
1f378078-af2f-4208-ac18-276994f1e28d,Mains,Live Sound — Concert-Audio Slang,,PENDINGDEF_2026_08_02,definition
