id,term,primary_topic,difficulty,empty_fields,existing_definition
dc9c7049-1d5a-40f2-80ef-5c7df457704d,Digital Release,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e1a2d078-3136-4168-8fad-d5eefe988863,Event envelope,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
894711a5-3946-42e7-883c-43d5911a7f73,Event FX,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c209b968-3e33-4b55-8038-c6fc529a2ea3,Follow tempo,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6248e01c-5d63-49af-a9c1-10964ec7dc7e,Instrument Transform,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a2bef08f-60e1-4043-9693-066cbef0f460,Listen tool,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b06db557-13ab-4e81-a964-b956ea43392d,Mixdown Selection,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
80e400c8-ed1a-484c-bad7-4ca383411b00,Record Mix,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0dcb7e46-c7f3-4a84-9685-8cc7ea52ce06,Record Panel,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f1e5b423-fc95-4af3-9b08-ffbf2a5161c4,Record Takes to Layers,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
42363442-8d2b-48af-85c1-247038a3cc4b,Takes to Layers,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0a0e04cd-67c7-4d2e-bccd-c6a1b44ee961,Track layer,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
51067efc-f930-448f-9534-839a0a97a67f,Update Mastering File,DAW: Studio One,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
21422c88-5675-423a-99d6-36eb14316b64,Grid diffuser,Diffusion & Materials,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f1651b76-7fd1-406c-a213-18cada3d5033,Battle scratch,DJ Performance & Turntablism,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b0dfe8f6-22b2-40fb-a68d-0bf97d0079a9,Recover the floor,DJ Performance & Turntablism,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2eb18ee6-dfb9-43fe-866d-03db75e4d945,Tone play,DJ Performance & Turntablism,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c533c16a-432b-4960-be34-0cbc2726d798,House file,Documentation & Diagrams,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e44fa56e-af46-408a-beac-07c1a9f76b4c,Accent supervision,Dubbing & Localization,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
869304f6-47d5-46b8-801d-d19701a82bc6,Collaborative editing,Editing & Comping,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bc254fb8-63c5-4330-9309-56b615719ba3,Meter bridge lamp,Electromechanical Parts & Hardware,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4641ca46-8ebf-449b-af59-d971df2a2872,Shielded transformer,Electromechanical Parts & Hardware,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4ac6becb-033f-4760-9228-edd81718db30,Sensitivity-curve nodes,Equalization (EQ),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
abddb9f5-0a68-4377-a1bd-c1fb21e0b339,Chamber scoring ensemble,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
14a5770f-33d0-42a9-9115-8c2c87935929,Conducting offset,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d3d840f8-ca9a-4a89-999d-3154d03b9143,Conductor score,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
577353b3-3fd6-4cc2-9954-5eb5fbd2b675,Cue duration,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
21bba6a6-6829-4cf9-af88-8371adc0e4ba,Cue end time,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
18bb23f7-b7b2-42f3-98df-81ff6a18f6e1,Cue revision,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ba062fe1-6f61-49c0-94eb-73e015f0485b,Cue slate,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
81345765-dfc2-45ba-85b1-e6bc611ae35e,Cue start time,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2a8df20b-ea7c-45b4-ad6f-ee7882cc6392,Cue take,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d1eaeab4-3c3a-4d7f-bfb3-2b0fa3cf073f,Cue title,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
525ec2c4-77ab-4fe7-a8ed-329488827747,Cue version,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
64ff6878-f180-4d7e-8f6b-5bcc9bc129ad,Hybrid scoring session,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
79dccd08-f968-48b5-998d-5f131d9377a3,Music preparation,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fa9ca6bd-8523-4ee3-8358-349974efa963,Orchestration preparation,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
656c4d25-e82f-4b98-8e59-260c518378e4,Part preparation,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2fd86913-d8e9-4960-92a3-8d981efcaebb,Punch preparation,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ef93a4be-755c-4595-84c3-3c892c5897e4,Score recording schedule,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1dd07aaf-8898-4fe0-a7d4-466b85e42aec,Scoring session call,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d2dd4a9d-a040-4f85-a000-1904f3935cbe,Scoring-session log,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a5cb9266-a2b3-4d17-9db3-a9bd48bf433a,Session part,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
cd2d98fc-73f6-4486-b1cb-a3b0c6c21f93,Streamer preparation,Film Scoring,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a791339e-52fc-47c0-954c-508fa362553d,Barefoot Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c2ecf9f9-7f7f-4038-a3b1-75bc02756a3b,Body Fall Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5156fcbe-e4c0-408e-b56d-027022f38b2a,Breath Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
114d9a0f-6a92-4b77-95f4-f6ef7206b941,Cloth Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4bf8b643-1ba7-432e-938b-b58c4afe6bfe,Contact Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
53b32326-c642-49b6-9bc8-772f1e22b1ed,Exaggerated Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ea9e8aa5-e912-4c42-8bed-ed4a5c99e1fd,Fabricated Foley Prop,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
407b9c97-8c4b-4867-98d4-aedc8834f44c,Foley Acting,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
28cbd65e-a690-4158-942b-8409f491280b,Foley Assistant,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2e41610d-7fdd-44bb-9266-e0a25874b774,Foley Continuity,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bf9e8965-0316-4200-bcb5-c47e96abd62c,Foley Coverage,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
9103e083-1978-4d0c-832d-99b08627266a,Foley Dirt,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
65eba110-151c-4d69-bae6-9842d9d181ea,Foley Performer,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
076e30ad-ebdd-44ca-b743-eb11c911da5b,Foley Preparation,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
46027ccf-3c86-4398-8ec2-218e1de26431,Foley Prop,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
489c5c0c-dee2-4b04-811d-83f8abf3559f,Foley Prop Collection,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ef541ce8-6ed0-4361-b4b3-18cd3363fdba,Foley Prop Room,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
9d5d17d1-5c9d-4977-8fe1-ce67b85f2124,Foley Recordist,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3caa6116-24d4-48ee-a67b-c2ed9c42bf87,Foley Reinforcement,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fc872268-1181-4701-aefd-448c97ceabcb,Foley Replacement,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2aa70df6-edf8-4168-91d8-3d7264be18b9,Foley Session,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0dcca41e-f4d3-4dd5-ad93-04e514f564b5,Foley Setup,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
49ee2ae4-fab4-43f1-9c35-657a5283b374,Foley Shoe,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
57e3e7c8-55aa-49b6-b0cc-2e49bbdff3c5,Foley Slate,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
44e92810-abab-4c2f-b70b-4418924a1dfd,Foley Specific,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3a9f3e53-804e-4c26-8643-4a5a0266554c,Foley Spotting,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
199cf0b3-15d2-4ca0-99fb-7c16aaf21d95,Foley Studio,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6a9dd3e8-b10f-43dc-ad10-ad6eaa708733,Foley Supervisor,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
301ee577-6cea-4505-b9fa-e21d7865a9bf,Foley Sweetening,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0fcd78a6-6ef8-497b-8b43-3e288ef790d9,Foley Take,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2077feac-57a8-45c7-8690-f7bf50cae192,Foley Walker,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a0ad6f94-44cc-4ea9-8c26-42f21d58e87a,Footstep Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c84d0f9a-f678-4302-b4cd-357731fce512,Hand Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b5d1c6bf-7e83-4b5e-89a8-f13473e11009,Hero Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
64203273-91a0-4c88-82d8-14c3a0166e7b,Incidental Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ae337650-08cb-42d8-8642-ab8d1c397e23,Loose-Sync Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
47cd3de0-f77f-4b32-a46c-0522c6a76eb5,Mouth Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
aa25e6e4-302e-4d11-abcc-f8af4faac222,Practical Foley Prop,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
62b1ad94-b8b1-4b0a-9b28-b3d6bf052ea4,Production Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
da25153d-e0ce-4802-90a5-d3d8f2719ff6,Prop Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
23b81e98-4aca-4fc0-98ac-9fd1c248356b,Synchronized Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
24f3eb3b-4bc9-4318-9c0f-580e08f0d793,Underplayed Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
66065a67-6b3b-4c56-9fb6-4be4781bdff9,Wild Foley,Foley Performance & Recording,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a07b4512-392f-42a8-9163-fa4df2bbe34f,Audio behavior,Game Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
196aeb7d-c499-43f2-8c64-c8e85b56efed,RAI,Instrument & Close Miking Techniques,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a896fab7-fe96-4f22-9e76-1177c6734304,Beer-proof,Live Sound — Concert-Audio Slang,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bd97bc62-fe7a-4e7f-9b13-e84342fae7af,Cat line,Live Sound — Concert-Audio Slang,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3fcab0e3-19b1-4505-bb5b-66e2dc8bdb64,Pile-up,Live Sound — Concert-Audio Slang,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1a5b56bf-a825-48a4-8a58-b05a30ae0966,Plenty of rig,Live Sound — Concert-Audio Slang,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
24687cc7-49cf-4c70-b4d5-51e6729ff62e,Catch the solo,Live Sound — FOH Mixing Workflow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f121a4e1-a72e-4da8-a5f0-a9a320494418,Miss the solo,Live Sound — FOH Mixing Workflow,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e55cca1e-e14e-498f-8094-99682e18394d,Closed fist,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6aa094cc-23f4-4079-81e8-f8a0f6f9dfed,Crossfire wedges,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7ef5b737-d96e-41df-b7f3-a2f6025989e5,Mix stability,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
160d9ab1-bacd-4456-abde-9ae9caef15ed,Point to the wedge,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c7eed23d-598a-4071-87e5-e011aad66ff4,Point-and-signal method,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2de57c2b-92b8-460b-b721-a244c5564fdb,Private talkback,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c242bc4e-e6fe-40e8-bd7d-a60d260c5bb7,Shout system,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ac6506f2-3a5a-44c0-82d6-c0513049d852,Take me out,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a38964fc-7f68-4d36-962c-11d0c2798d59,Tap the ear,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fefbd43d-3c22-420e-9761-dbc652890577,Thumb up or down,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a5366f0f-a273-48b0-a2d7-7534bbff920d,Universal tips,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f04da6b0-e3dc-47ef-80b0-877c29c3f6a6,Wedge wash,Live Sound — Monitor Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
541b43d3-658c-4d7d-bd38-07dedaee6987,Amp city (amp world),Live Sound — PA Deployment & System Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a5207e9e-0235-4237-baad-13758e956c65,Spatial crossover,Live Sound — PA Deployment & System Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a394e201-4553-41a1-a7db-eee86a6a11cc,Spectral crossover,Live Sound — PA Deployment & System Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
16a0a7d9-c0aa-4abe-a939-ad0a07a41ae6,Call and response,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c131b7e7-79b2-4a91-ae9b-6520fb2d4ad6,Call the channel,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
167b81b7-5a97-4ab9-803e-e8661d9babec,Check from the top,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ab30ef76-ed9e-41f4-9d76-a2198fc64675,Check in context,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5260bf60-fc27-4f24-8649-98703caab02e,Check the split,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
31b8fb97-25d1-42c3-85e0-b03d3fa3532b,Color pass,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8dfdc2c4-21bd-4a55-9cea-e35968ab6a9e,Communication check,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2770f62f-753b-4181-878f-e20fe2000f3a,Count into the microphone,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a2cc0ad0-7198-4e71-bb58-c200fcf7d6e7,Scratch the grille,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1ac9985c-0d12-42c3-bd20-d03e75b665e4,Throw-and-go,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2a92af0f-d5d7-4e94-bc7c-28eb7fe6dace,Top and tail,Live Sound — Soundcheck / Rehearsal / Virtual Soundcheck,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
38d4059a-127d-40a3-9e16-4a2c8fd79127,Copper cap,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e95045a5-d8b4-400b-9d51-5162ce5377f5,Ear-cup resonance,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
38d7cee5-6efa-492e-8108-1face1903c84,Ear-seal performance,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bef1ca94-e018-4958-9ce3-057016b708e7,Earbud engineering,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
896ed79d-e5d5-47a6-a0a5-04d481b5e9fd,Headband tension,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
65268989-e70a-4f05-85d7-cdc18f4f3584,Hybrid earphone,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c5751c2e-ccbd-4905-a1e6-b1e40c367a0f,Hybrid noise cancellation,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6c33e1b5-7eac-484a-b2f2-b93f72457d60,Listening-fatigue assessment,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e453ea6f-8ef7-4a98-96e6-8385be0b0432,Long-term wear evaluation,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8162d39f-435d-4581-9699-bbf53b54fa81,Top-plate thickness,Loudspeaker / Transducer Engineering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ec8df41a-1049-49a3-a044-19d509ee56ae,Blind comparison,Mastering Fundamentals & Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e3f6e6a4-1a15-4c7d-967f-ee4d995d9c20,Client reference,Mastering Fundamentals & Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
59662c82-05fa-41eb-a953-f8e9dbb70016,Cutting engineer,Mastering Fundamentals & Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6a49ae40-1794-412e-9650-92fa7e47952f,Cutting lathe,Mastering Fundamentals & Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
60150006-a606-4037-8cc5-518d6d67da71,De-essing for vinyl,Mastering Fundamentals & Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
16e3ddac-67cc-4d8f-b6a0-c0dec7d510b0,Export verification,Mastering Fundamentals & Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
04b8a5bc-ff4f-48b6-9452-9056e413ad93,Final approval,Mastering Fundamentals & Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e82837f3-b1bb-4423-8faa-d2271bf9a589,Revision pass,Mastering Fundamentals & Chain,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f11e6e7a-a89b-45c5-b804-d7b54a697ecc,Overlay,Measurement Fundamentals & Metering,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
87e2e2da-f0fe-4bc5-a426-61329e33fe64,Associate producer,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
69143402-723d-4fa7-8bec-bda2caee16dd,Co-producer,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0da2adcc-c5d6-4e4c-9880-ad0531282d95,Creative approval,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
64befb1e-ebea-4609-a66d-dc7e65ba7d91,Creative producer,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
cd6fa32e-e4bf-4635-9bd6-c824fa38c34e,Demo production,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3ee7aba0-5002-4495-89a9-1ef1a42aadec,Instrument scheduling,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
99bf8180-3e2c-4159-975e-dc4a54752afd,Label approval,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0ff5c791-8cbf-4845-9c35-5008e7ef0d89,Mix approval process,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d1248174-4775-46cb-8fd2-b2792f5eac4f,Musician scheduling,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
58213f18-254c-4ad6-b3da-b5cc8f9483a3,Pre-production session,Music Entrepreneurship,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
